epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,823.784,1.39452,0.99938,1.22798,0.67342,0.49366,0.54325,0.26445,1.52561,1.08135,1.27846,0.006964,0.006964,0.006964
94,832.344,1.40297,1.0258,1.22742,0.73379,0.67507,0.73134,0.36452,1.4234,0.90835,1.23342,0.006931,0.006931,0.006931
95,840.916,1.39369,1.02698,1.20596,0.63587,0.70308,0.69132,0.34053,1.46197,0.94144,1.25004,0.006898,0.006898,0.006898
96,849.528,1.38117,1.01115,1.20924,0.69423,0.67617,0.72089,0.35258,1.43501,0.96342,1.23272,0.006865,0.006865,0.006865
97,858.132,1.4295,1.02135,1.23197,0.68567,0.59694,0.67942,0.32381,1.50994,0.96141,1.32347,0.006832,0.006832,0.006832
98,866.71,1.399,1.00363,1.22299,0.58136,0.58035,0.58224,0.28257,1.54987,1.05366,1.30592,0.006799,0.006799,0.006799
99,875.267,1.38294,0.97564,1.22422,0.78034,0.68897,0.75354,0.38581,1.42115,0.90401,1.22793,0.006766,0.006766,0.006766
100,883.853,1.37485,1.00808,1.21351,0.75501,0.698,0.73931,0.3698,1.39713,0.92035,1.22599,0.006733,0.006733,0.006733
101,892.414,1.37548,0.99787,1.202,0.70984,0.61038,0.69176,0.3475,1.4418,0.94691,1.22667,0.0067,0.0067,0.0067
102,901.007,1.38334,1.0144,1.2119,0.75403,0.68665,0.73671,0.36954,1.46624,0.93353,1.26079,0.006667,0.006667,0.006667
103,909.579,1.38522,0.99298,1.21567,0.68873,0.55565,0.63638,0.32286,1.46777,0.95784,1.25996,0.006634,0.006634,0.006634
104,918.143,1.36987,0.98836,1.20464,0.73116,0.71395,0.73959,0.38437,1.3544,0.90226,1.21526,0.006601,0.006601,0.006601
105,926.738,1.3832,0.97925,1.2015,0.58477,0.57259,0.56287,0.27563,1.4851,1.12799,1.27243,0.006568,0.006568,0.006568
106,935.313,1.36528,0.98348,1.18932,0.76315,0.7009,0.74023,0.37414,1.40121,0.88677,1.21746,0.006535,0.006535,0.006535
107,943.883,1.37764,0.98249,1.20561,0.66241,0.57536,0.64764,0.29231,1.5591,1.02339,1.3249,0.006502,0.006502,0.006502
108,952.456,1.36362,0.98146,1.20939,0.67828,0.58918,0.65707,0.30097,1.51513,1.00894,1.29375,0.006469,0.006469,0.006469
109,961.008,1.37343,0.99552,1.21182,0.74534,0.65088,0.72343,0.34209,1.46307,0.92444,1.26192,0.006436,0.006436,0.006436
110,969.557,1.3593,0.96657,1.18736,0.75372,0.69124,0.75385,0.37915,1.42046,0.91493,1.22856,0.006403,0.006403,0.006403
111,978.111,1.33761,0.96761,1.18195,0.68842,0.64815,0.68008,0.34107,1.47289,0.95682,1.25497,0.00637,0.00637,0.00637
112,986.663,1.35235,0.9562,1.19119,0.64463,0.51967,0.59637,0.29819,1.56065,1.07924,1.32058,0.006337,0.006337,0.006337
113,995.219,1.36482,0.9666,1.20861,0.75721,0.688,0.76424,0.3708,1.43199,0.9165,1.24,0.006304,0.006304,0.006304
114,1003.79,1.36498,0.98085,1.19996,0.78771,0.73005,0.77977,0.3969,1.39348,0.89877,1.22251,0.006271,0.006271,0.006271
115,1012.38,1.36834,0.99326,1.1999,0.63924,0.49566,0.56201,0.27758,1.51781,1.12539,1.27994,0.006238,0.006238,0.006238
116,1020.92,1.36533,0.96961,1.18887,0.68272,0.53251,0.57113,0.28368,1.53606,1.08071,1.28431,0.006205,0.006205,0.006205
117,1029.49,1.35414,0.98166,1.20427,0.62728,0.54206,0.56866,0.28799,1.49951,1.00993,1.25656,0.006172,0.006172,0.006172
118,1038.05,1.32857,0.95248,1.19826,0.81232,0.70455,0.78171,0.38663,1.429,0.8862,1.23437,0.006139,0.006139,0.006139
119,1046.62,1.32915,0.9512,1.18494,0.72061,0.6493,0.69499,0.33944,1.43699,0.90175,1.23421,0.006106,0.006106,0.006106
120,1055.2,1.32837,0.94283,1.18737,0.79348,0.67684,0.75187,0.37113,1.42572,0.89527,1.25344,0.006073,0.006073,0.006073
121,1063.78,1.32609,0.92108,1.17132,0.7821,0.66773,0.74472,0.38066,1.39261,0.90082,1.23295,0.00604,0.00604,0.00604
122,1072.34,1.33435,0.95313,1.18028,0.80384,0.69583,0.76119,0.38939,1.39083,0.86075,1.22509,0.006007,0.006007,0.006007
123,1080.91,1.32789,0.95104,1.19282,0.83313,0.70391,0.78965,0.40556,1.3535,0.87531,1.20115,0.005974,0.005974,0.005974
124,1089.52,1.31734,0.93138,1.18745,0.77971,0.67132,0.74514,0.37806,1.39113,0.87062,1.22496,0.005941,0.005941,0.005941
125,1098.09,1.30834,0.93365,1.16988,0.66057,0.68615,0.71501,0.33611,1.45845,0.90646,1.28332,0.005908,0.005908,0.005908
126,1106.66,1.30173,0.91451,1.17113,0.80152,0.70885,0.79739,0.40888,1.33141,0.8363,1.19786,0.005875,0.005875,0.005875
127,1115.26,1.31517,0.95152,1.18611,0.7761,0.69119,0.7594,0.36738,1.41444,0.89929,1.25468,0.005842,0.005842,0.005842
128,1123.82,1.29265,0.9309,1.19019,0.81785,0.70246,0.77647,0.40037,1.36101,0.85075,1.23257,0.005809,0.005809,0.005809
129,1132.39,1.31907,0.93192,1.18493,0.74115,0.68772,0.73369,0.36969,1.43141,0.86775,1.28304,0.005776,0.005776,0.005776
130,1140.93,1.32552,0.92313,1.17903,0.77611,0.62963,0.69781,0.36282,1.43981,0.87375,1.24863,0.005743,0.005743,0.005743
131,1149.51,1.31012,0.92348,1.16881,0.75212,0.75171,0.78396,0.37869,1.40091,0.85223,1.2396,0.00571,0.00571,0.00571
132,1158.07,1.32802,0.93943,1.18016,0.79778,0.72968,0.78677,0.40204,1.37445,0.83906,1.19588,0.005677,0.005677,0.005677
133,1166.59,1.28373,0.91809,1.15798,0.78853,0.61116,0.72951,0.36663,1.40245,0.86938,1.23578,0.005644,0.005644,0.005644
134,1175.26,1.33919,0.94698,1.1826,0.78287,0.72782,0.77859,0.41465,1.34526,0.80282,1.21215,0.005611,0.005611,0.005611
135,1183.86,1.33845,0.93873,1.18606,0.69708,0.62606,0.67022,0.29849,1.55034,0.96345,1.37663,0.005578,0.005578,0.005578
