                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
193,1.0729,0.70557,0.95588,0.8387,0.78313,0.80458,0.43856,1.3674,0.71261,1.0801,0.00033306,0.00033306,0.00033306
194,1.0663,0.69105,0.97617,0.84132,0.79143,0.81222,0.44661,1.3499,0.70847,1.0616,0.00033006,0.00033006,0.00033006
195,1.0866,0.70364,0.96928,0.79913,0.80106,0.8055,0.43952,1.3582,0.71426,1.0758,0.00032706,0.00032706,0.00032706
196,1.058,0.70416,0.9529,0.81069,0.80177,0.81327,0.45064,1.3385,0.71067,1.0548,0.00032406,0.00032406,0.00032406
197,1.0688,0.69555,0.95633,0.8116,0.79511,0.80612,0.4492,1.3444,0.70037,1.0584,0.00032106,0.00032106,0.00032106
198,1.0651,0.68699,0.9528,0.80352,0.81218,0.79794,0.43717,1.3568,0.70882,1.0635,0.00031806,0.00031806,0.00031806
199,1.0394,0.6726,0.95065,0.81698,0.82367,0.82592,0.4574,1.3541,0.70476,1.0608,0.00031506,0.00031506,0.00031506
200,1.0547,0.69095,0.95644,0.82311,0.79545,0.81591,0.44765,1.3636,0.70291,1.0667,0.00031206,0.00031206,0.00031206
201,1.0502,0.66087,0.94985,0.82934,0.7822,0.80249,0.43264,1.3889,0.71272,1.0811,0.00030906,0.00030906,0.00030906
202,1.0636,0.68148,0.95596,0.82732,0.77825,0.79848,0.42931,1.3974,0.71853,1.088,0.00030606,0.00030606,0.00030606
203,1.0666,0.68031,0.96763,0.83577,0.78762,0.8146,0.44787,1.3668,0.71061,1.066,0.00030306,0.00030306,0.00030306
204,1.0539,0.69237,0.95609,0.83342,0.79453,0.80692,0.44509,1.3519,0.71792,1.0541,0.00030006,0.00030006,0.00030006
205,1.0687,0.69513,0.95716,0.85342,0.77173,0.807,0.44235,1.3466,0.7098,1.0542,0.00029706,0.00029706,0.00029706
206,1.0421,0.68022,0.94482,0.83904,0.77522,0.79778,0.44497,1.362,0.70209,1.073,0.00029406,0.00029406,0.00029406
207,1.0369,0.66135,0.95023,0.82425,0.81865,0.81808,0.45453,1.3415,0.69446,1.0668,0.00029106,0.00029106,0.00029106
208,1.0732,0.67924,0.95664,0.82372,0.79526,0.81098,0.44349,1.3588,0.70914,1.0684,0.00028806,0.00028806,0.00028806
209,1.0447,0.66073,0.95391,0.82837,0.79348,0.80723,0.43796,1.3732,0.71065,1.0727,0.00028506,0.00028506,0.00028506
210,1.0478,0.6657,0.95027,0.81324,0.80648,0.81231,0.44693,1.3634,0.69985,1.0668,0.00028206,0.00028206,0.00028206
211,1.0323,0.66493,0.95281,0.82277,0.82087,0.81629,0.45272,1.3452,0.7047,1.0541,0.00027906,0.00027906,0.00027906
212,1.0358,0.67934,0.96019,0.82105,0.81335,0.80516,0.44918,1.3528,0.70249,1.0637,0.00027606,0.00027606,0.00027606
213,1.0441,0.6667,0.94722,0.80045,0.81266,0.79958,0.44377,1.3602,0.70442,1.074,0.00027306,0.00027306,0.00027306
214,1.0271,0.64824,0.94881,0.81791,0.79052,0.80366,0.45303,1.3481,0.69054,1.0702,0.00027006,0.00027006,0.00027006
215,1.0392,0.67412,0.95704,0.79398,0.81697,0.80543,0.45089,1.3464,0.70009,1.0606,0.00026706,0.00026706,0.00026706
216,1.0224,0.65774,0.93734,0.81768,0.80446,0.8087,0.45507,1.3444,0.68988,1.0557,0.00026406,0.00026406,0.00026406
217,1.0292,0.64963,0.94278,0.81006,0.81509,0.81202,0.45115,1.3481,0.69184,1.0633,0.00026106,0.00026106,0.00026106
218,1.0304,0.66517,0.96174,0.81406,0.80555,0.80172,0.44859,1.3557,0.69812,1.0736,0.00025807,0.00025807,0.00025807
219,1.0262,0.64667,0.94756,0.81397,0.79853,0.79864,0.44464,1.3623,0.69672,1.0791,0.00025507,0.00025507,0.00025507
220,1.0329,0.65834,0.94929,0.8495,0.79367,0.81556,0.44381,1.3593,0.69389,1.0749,0.00025207,0.00025207,0.00025207
221,1.0365,0.65676,0.94582,0.82637,0.81243,0.81679,0.43958,1.3653,0.69824,1.0714,0.00024907,0.00024907,0.00024907
222,1.0189,0.65234,0.94677,0.83222,0.78533,0.81454,0.441,1.3605,0.69107,1.0639,0.00024607,0.00024607,0.00024607
223,1.0298,0.6566,0.95494,0.83757,0.77944,0.80031,0.4389,1.3601,0.68895,1.0668,0.00024307,0.00024307,0.00024307
224,1.0104,0.64423,0.94649,0.83529,0.79668,0.80773,0.44473,1.3605,0.68136,1.0646,0.00024007,0.00024007,0.00024007
225,1.0051,0.65001,0.9446,0.82783,0.79534,0.8123,0.44975,1.3488,0.67866,1.059,0.00023707,0.00023707,0.00023707
226,1.0137,0.63444,0.93769,0.84519,0.78117,0.81354,0.45386,1.351,0.67988,1.0627,0.00023407,0.00023407,0.00023407
227,1.0067,0.63694,0.9366,0.8334,0.78517,0.80241,0.4439,1.3717,0.69424,1.0738,0.00023107,0.00023107,0.00023107
228,1.01,0.63941,0.94005,0.8324,0.78658,0.80603,0.44526,1.3742,0.68897,1.0753,0.00022807,0.00022807,0.00022807
229,0.99854,0.64074,0.93775,0.81715,0.79296,0.80198,0.43768,1.3638,0.68414,1.0654,0.00022507,0.00022507,0.00022507
230,1.0302,0.65133,0.94268,0.82917,0.80261,0.80032,0.43402,1.3726,0.69353,1.0688,0.00022207,0.00022207,0.00022207
231,1.0075,0.64321,0.93847,0.83496,0.79188,0.79734,0.43415,1.3716,0.69411,1.0725,0.00021907,0.00021907,0.00021907
232,1.0217,0.65879,0.952,0.83969,0.79935,0.81093,0.44232,1.3485,0.68495,1.0592,0.00021607,0.00021607,0.00021607
233,0.99028,0.64544,0.94571,0.82625,0.80097,0.80615,0.43933,1.3697,0.698,1.0651,0.00021307,0.00021307,0.00021307
234,0.9959,0.63161,0.94119,0.83084,0.8069,0.81167,0.4377,1.3725,0.69396,1.0695,0.00021007,0.00021007,0.00021007
235,0.99978,0.628,0.93708,0.83083,0.80893,0.81188,0.43221,1.3764,0.69471,1.0715,0.00020707,0.00020707,0.00020707
236,1.0006,0.63211,0.94158,0.83355,0.80726,0.81313,0.43913,1.3669,0.6829,1.0688,0.00020407,0.00020407,0.00020407
237,1.0069,0.64807,0.93891,0.81604,0.80166,0.80384,0.43297,1.3781,0.68693,1.073,0.00020107,0.00020107,0.00020107
238,0.99222,0.62933,0.93378,0.83745,0.79395,0.81034,0.43992,1.3741,0.67676,1.0684,0.00019807,0.00019807,0.00019807
239,0.98282,0.6189,0.93359,0.83143,0.79936,0.81659,0.44043,1.3793,0.68131,1.0789,0.00019507,0.00019507,0.00019507
240,0.99236,0.63229,0.94153,0.84163,0.80617,0.81679,0.44163,1.3701,0.67756,1.0784,0.00019207,0.00019207,0.00019207
241,0.98281,0.62901,0.93894,0.83957,0.79923,0.80825,0.44075,1.372,0.67557,1.0777,0.00018907,0.00018907,0.00018907
242,1.0124,0.64456,0.94076,0.82255,0.80495,0.80783,0.44083,1.3637,0.67247,1.067,0.00018607,0.00018607,0.00018607
243,0.99001,0.62167,0.93007,0.83173,0.80337,0.80755,0.44579,1.3573,0.66908,1.0657,0.00018307,0.00018307,0.00018307
244,0.9722,0.62735,0.93676,0.83383,0.80901,0.80889,0.44393,1.3617,0.66812,1.0696,0.00018007,0.00018007,0.00018007
245,0.99944,0.64499,0.94235,0.83874,0.80629,0.81325,0.44853,1.3516,0.6624,1.0597,0.00017707,0.00017707,0.00017707
246,0.98276,0.60847,0.93131,0.83609,0.80482,0.81386,0.44756,1.367,0.66257,1.0663,0.00017407,0.00017407,0.00017407
247,1.018,0.63728,0.93787,0.83443,0.79745,0.81381,0.44184,1.3791,0.66779,1.071,0.00017107,0.00017107,0.00017107
248,0.98106,0.61963,0.92861,0.83145,0.81111,0.81748,0.44267,1.3871,0.66849,1.0836,0.00016807,0.00016807,0.00016807
249,0.98728,0.63024,0.93379,0.82685,0.80827,0.80721,0.43646,1.3907,0.67549,1.0899,0.00016507,0.00016507,0.00016507
250,0.97519,0.62406,0.93653,0.83004,0.80382,0.80865,0.43592,1.3969,0.67984,1.0948,0.00016207,0.00016207,0.00016207
251,0.98186,0.61694,0.93659,0.83255,0.80541,0.8142,0.44285,1.3785,0.67365,1.0833,0.00015907,0.00015907,0.00015907
