epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,12893.8,1.13321,0.7352,1.1033,0.47928,0.20127,0.20839,0.09504,2.01727,2.07227,1.47045,0.00373,0.00373,0.00373
192,12964,1.13887,0.72968,1.10227,0.52634,0.18243,0.20466,0.09681,1.96236,2.16439,1.45973,0.003697,0.003697,0.003697
193,13033.8,1.12094,0.73742,1.08972,0.4863,0.16895,0.19318,0.09077,1.94797,2.30738,1.45241,0.003664,0.003664,0.003664
194,13103,1.14519,0.74372,1.10504,0.41407,0.18039,0.17266,0.08037,2.09042,2.35853,1.50091,0.003631,0.003631,0.003631
195,13171.8,1.13436,0.73844,1.1048,0.4185,0.18512,0.18867,0.09158,2.04872,2.26297,1.49196,0.003598,0.003598,0.003598
196,13240.4,1.1121,0.7302,1.09882,0.39316,0.22896,0.2141,0.10334,1.94076,2.21044,1.42767,0.003565,0.003565,0.003565
197,13309.6,1.11374,0.72879,1.09317,0.44386,0.21977,0.21503,0.10416,1.90585,2.16842,1.41984,0.003532,0.003532,0.003532
198,13378.6,1.13657,0.72905,1.10766,0.46224,0.19042,0.203,0.09854,1.93146,2.22159,1.41816,0.003499,0.003499,0.003499
199,13447.6,1.13863,0.72858,1.09898,0.51091,0.18319,0.19372,0.09059,1.96242,2.24334,1.4333,0.003466,0.003466,0.003466
200,13516.3,1.12047,0.72587,1.09004,0.5122,0.17384,0.18102,0.08428,1.99124,2.30619,1.4486,0.003433,0.003433,0.003433
201,13585.2,1.12246,0.73104,1.09875,0.49559,0.20333,0.20395,0.0991,1.93541,2.15261,1.4352,0.0034,0.0034,0.0034
202,13653.9,1.12951,0.73946,1.10722,0.46426,0.1889,0.21235,0.10186,1.94155,2.14274,1.43231,0.003367,0.003367,0.003367
203,13722.8,1.11835,0.72969,1.09207,0.50743,0.1673,0.21344,0.09961,1.95754,2.21286,1.44366,0.003334,0.003334,0.003334
204,13791.5,1.13721,0.74097,1.09719,0.47216,0.1908,0.20829,0.09473,1.98335,2.35443,1.45157,0.003301,0.003301,0.003301
205,13859.8,1.11549,0.73452,1.09486,0.53342,0.17243,0.21625,0.10157,1.95961,2.12736,1.43263,0.003268,0.003268,0.003268
